row_type,step,update,episode,episode_return,episode_length,loss,policy_loss,value_loss,entropy
update,25728,201,118,,,8306.35546875,-0.10795670747756958,16612.9296875,0.09655490517616272
update,25856,202,118,,,1842.3843994140625,-1.7747677564620972,3688.31982421875,0.07150149345397949
update,25984,203,118,,,207.0880126953125,-4.039423401991371e-06,414.176025390625,3.6944422845408553e-06
update,26112,204,118,,,181.05953979492188,-0.0,362.11907958984375,1.385963628308673e-06
episode,26196,205,118,-1597.7139999999924,527,,,,
update,26240,205,119,,,7763.06298828125,1.138749361038208,15523.8505859375,0.0821220874786377
update,26368,206,119,,,535.5205078125,4.099050045013428,1062.845703125,0.14340372383594513
update,26496,207,119,,,782.9644165039062,-1.4864845275878906,1568.902587890625,0.03492777794599533
update,26624,208,119,,,102.42127990722656,-0.0,204.84255981445312,8.768412129711578e-08
episode,26721,209,119,-1298.7899999999954,525,,,,
update,26752,209,120,,,4889.71826171875,-1.9998160600662231,9783.4375,0.04590573161840439
update,26880,210,120,,,2311.298095703125,0.7247248888015747,4621.14892578125,0.10198161005973816
update,27008,211,120,,,1006.3139038085938,0.8274462819099426,2010.9732666015625,0.020007966086268425
update,27136,212,120,,,213.293212890625,-0.0,426.58642578125,4.927010195387993e-07
episode,27240,213,120,-1858.139999999991,519,,,,
update,27264,213,121,,,8409.0283203125,-1.8949756622314453,16821.84765625,0.06696221232414246
update,27392,214,121,,,1245.173583984375,0.37626320123672485,2489.59521484375,0.02182757668197155
update,27520,215,121,,,540.8216552734375,-0.0009552505216561258,1081.645263671875,0.00039863059646449983
update,27648,216,121,,,321.5155029296875,-0.00492097670212388,643.0408325195312,0.0013798793079331517
episode,27764,217,121,-1322.431999999993,524,,,,
update,27776,217,122,,,3125.145263671875,-0.22145086526870728,6250.73486328125,0.06403613835573196
update,27904,218,122,,,979.9498901367188,-0.12552380561828613,1960.1534423828125,0.12992534041404724
update,28032,219,122,,,1484.3223876953125,-0.0008806218975223601,2968.646484375,0.0017564643640071154
update,28160,220,122,,,218.48863220214844,-0.0008609470096416771,436.97900390625,0.0015296621713787317
episode,28286,221,122,-1627.5339999999928,522,,,,
update,28288,221,123,,,5024.34033203125,0.014645086601376534,10048.6513671875,0.014017801731824875
update,28416,222,123,,,552.5884399414062,-1.201356291770935,1107.58251953125,0.14710485935211182
update,28544,223,123,,,917.9109497070312,-0.049903154373168945,1835.9219970703125,0.01039833016693592
update,28672,224,123,,,81.94032287597656,-0.004855657462030649,163.89051818847656,0.008664662018418312
update,28800,225,123,,,146.8910675048828,-0.02538633532822132,293.8331298828125,0.011258892714977264
episode,28813,226,123,-1687.8869999999927,527,,,,
update,28928,226,124,,,5372.4697265625,4.3287248611450195,10736.2861328125,0.2131679207086563
episode,28975,227,124,-424.31000000000006,162,,,,
update,29056,227,125,,,3562.690185546875,6.968931674957275,7111.44677734375,0.22952523827552795
update,29184,228,125,,,1655.7608642578125,-3.3316104412078857,3318.18603515625,0.05116531625390053
update,29312,229,125,,,194.2561492919922,-0.07639224827289581,388.66552734375,0.022242160513997078
episode,29426,230,125,-1477.3039999999949,451,,,,
update,29440,230,126,,,4625.4921875,24.48179817199707,9202.0224609375,0.08136527240276337
update,29568,231,126,,,1068.172119140625,3.270179510116577,2129.8076171875,0.18334579467773438
episode,29592,232,126,-340.5540000000001,166,,,,
update,29696,232,127,,,1839.749267578125,-2.572370767593384,3684.6474609375,0.21040737628936768
update,29824,233,127,,,2048.09619140625,-3.925906181335449,4104.04541015625,0.052205298095941544
episode,29827,234,127,-507.7090000000002,235,,,,
update,29952,234,128,,,1338.4595947265625,5.418288707733154,2666.0869140625,0.21708376705646515
episode,30031,235,128,-289.7069999999997,204,,,,
update,30080,235,129,,,2080.578857421875,11.86962890625,4137.42333984375,0.249663844704628
update,30208,236,129,,,1174.43115234375,-0.8042492866516113,2350.47314453125,0.1218942180275917
episode,30219,237,129,-511.09400000000016,188,,,,
update,30336,237,130,,,1555.1456298828125,4.794249534606934,3100.70703125,0.20526322722434998
update,30464,238,130,,,1284.913818359375,-3.8499197959899902,2577.529296875,0.08821102976799011
episode,30500,239,130,-536.791000000001,281,,,,
update,30592,239,131,,,2034.8388671875,9.74256420135498,4050.19775390625,0.25929415225982666
episode,30657,240,131,-304.24899999999974,157,,,,
update,30720,240,132,,,2919.41943359375,-2.67635440826416,5844.19677734375,0.2641408145427704
episode,30831,241,132,-219.87600000000003,174,,,,
update,30848,241,133,,,2530.362548828125,-1.7965810298919678,5064.32275390625,0.23015786707401276
episode,30969,242,133,-439.0589999999999,138,,,,
update,30976,242,134,,,3766.093017578125,-0.23833656311035156,7532.6669921875,0.2094268947839737
update,31104,243,134,,,1374.6607666015625,-0.7809526920318604,2750.88720703125,0.17989887297153473
episode,31115,244,134,-354.69600000000014,146,,,,
update,31232,244,135,,,1372.38232421875,13.020790100097656,2718.73095703125,0.3865302801132202
episode,31360,245,135,-187.05699999999985,245,,,,
update,31360,245,136,,,2713.647216796875,-0.6139101386070251,5428.5234375,0.03937722370028496
update,31488,246,136,,,1928.9102783203125,10.058691024780273,3837.712158203125,0.4551059305667877
episode,31514,247,136,-199.25099999999975,154,,,,
update,31616,247,137,,,1806.6552734375,15.231924057006836,3582.853515625,0.3373009264469147
episode,31680,248,137,-114.71699999999981,166,,,,
update,31744,248,138,,,1245.40576171875,0.4432264268398285,2489.92822265625,0.15332205593585968
update,31872,249,138,,,4682.77587890625,-1.225767731666565,9368.00390625,0.032380007207393646
episode,31882,250,138,-484.67199999999997,202,,,,
update,32000,250,139,,,2335.278564453125,4.247140407562256,4662.06591796875,0.15672822296619415
episode,32006,251,139,-436.6280000000004,124,,,,
update,32128,251,140,,,3143.066162109375,-1.5752369165420532,6289.2900390625,0.3779070973396301
episode,32170,252,140,-199.40699999999987,164,,,,
update,32256,252,141,,,1591.9254150390625,13.782485008239746,3156.2919921875,0.311015784740448
episode,32337,253,141,-139.7979999999999,167,,,,
update,32384,253,142,,,2189.89453125,3.056784152984619,4373.6826171875,0.3567256033420563
episode,32491,254,142,-146.16699999999997,154,,,,
update,32512,254,143,,,2793.143310546875,-7.850291728973389,5601.99365234375,0.3272341787815094
update,32640,255,143,,,1214.190673828125,2.5305533409118652,2423.326416015625,0.30066102743148804
episode,32654,256,143,-175.11199999999982,163,,,,
update,32768,256,144,,,7144.9833984375,-12.977287292480469,14315.9306640625,0.4938201308250427
episode,32771,257,144,-324.81600000000003,117,,,,
episode,32889,257,145,-160.86900000000003,118,,,,
update,32896,257,146,,,4417.53662109375,-0.5834935307502747,8836.25,0.4831487834453583
episode,33011,258,146,-280.0069999999999,122,,,,
update,33024,258,147,,,6788.2412109375,-11.872879981994629,13600.236328125,0.3885957598686218
episode,33096,259,147,-68.80900000000005,85,,,,
update,33152,259,148,,,2812.01318359375,10.517548561096191,5603.0009765625,0.4851490259170532
episode,33199,260,148,-424.608,103,,,,
update,33280,260,149,,,10163.0791015625,-19.300636291503906,20364.76953125,0.502119243144989
episode,33294,261,149,-294.1460000000001,95,,,,
episode,33407,261,150,-153.71999999999989,113,,,,
update,33408,261,151,,,8910.4794921875,-8.397106170654297,17837.765625,0.5538920760154724
update,33536,262,151,,,2460.910888671875,3.3945798873901367,4915.041015625,0.4166487753391266
episode,33557,263,151,-184.5589999999999,150,,,,
update,33664,263,152,,,2545.98388671875,4.71751594543457,5082.5361328125,0.17634353041648865
episode,33677,264,152,-64.04400000000021,120,,,,
update,33792,264,153,,,1711.4306640625,5.783215522766113,3411.3017578125,0.3419199287891388
episode,33820,265,153,-285.5659999999998,143,,,,
update,33920,265,154,,,1810.1646728515625,10.142877578735352,3600.050537109375,0.3464210033416748
episode,33967,266,154,-165.15400000000017,147,,,,
update,34048,266,155,,,1963.4989013671875,2.884411334991455,3921.23193359375,0.14403624832630157
update,34176,267,155,,,1879.6368408203125,-10.896086692810059,3781.06640625,0.027163363993167877
episode,34212,268,155,-398.2489999999998,245,,,,
update,34304,268,156,,,2247.034912109375,-2.34061598777771,4498.7529296875,0.0955258309841156
episode,34378,269,156,-600.3239999999996,166,,,,
update,34432,269,157,,,4220.38671875,13.342020988464355,8414.095703125,0.27302491664886475
episode,34514,270,157,-289.066,136,,,,
update,34560,270,158,,,2267.845947265625,-2.2290265560150146,4540.1552734375,0.27129217982292175
episode,34685,271,158,-370.70799999999963,171,,,,
update,34688,271,159,,,1713.869873046875,-0.03375392407178879,3427.80810546875,0.03554936870932579
update,34816,272,159,,,3971.7978515625,-0.3549533784389496,7944.3076171875,0.09172903746366501
episode,34851,273,159,-379.3319999999996,166,,,,
update,34944,273,160,,,1157.81103515625,2.1672816276550293,2311.29248046875,0.2454383224248886
episode,34978,274,160,-333.976,127,,,,
update,35072,274,161,,,2154.64111328125,-3.732300043106079,4316.74951171875,0.11585426330566406
episode,35187,275,161,-469.73400000000004,209,,,,
update,35200,275,162,,,5251.4375,0.23998446762561798,10502.396484375,0.07072204351425171
update,35328,276,162,,,1571.9718017578125,1.6037265062332153,3140.73779296875,0.08522479981184006
update,35456,277,162,,,885.8704833984375,-2.8055557777406648e-05,1771.740966796875,2.154951471311506e-05
episode,35467,278,162,-670.8170000000023,280,,,,
update,35584,278,163,,,2446.642333984375,1.4607354402542114,4890.36669921875,0.16588738560676575
update,35712,279,163,,,2119.359130859375,-0.05353690683841705,4238.8251953125,0.0020837257616221905
episode,35745,280,163,-650.4449999999999,278,,,,
update,35840,280,164,,,2110.76220703125,-0.0006714509800076485,4221.52783203125,0.10566578805446625
episode,35910,281,164,-474.55899999999997,165,,,,
update,35968,281,165,,,2462.81494140625,2.170544147491455,4921.29150390625,0.14638209342956543
episode,36056,282,165,-405.2049999999997,146,,,,
update,36096,282,166,,,4023.87060546875,0.32145339250564575,8047.1005859375,0.12020286917686462
update,36224,283,166,,,1215.1669921875,0.38271069526672363,2429.569580078125,0.047198839485645294
episode,36254,284,166,-384.9209999999999,198,,,,
update,36352,284,167,,,1775.7449951171875,2.6573519706726074,3546.177734375,0.12321507930755615
update,36480,285,167,,,3501.14453125,-1.5752513408660889,7005.43994140625,0.01778869889676571
episode,36499,286,167,-575.1220000000004,245,,,,
update,36608,286,168,,,3748.712646484375,1.199730634689331,7495.02880859375,0.13616201281547546
episode,36735,287,168,-535.4609999999997,236,,,,
update,36736,287,169,,,1572.36328125,0.10356251150369644,3144.52001953125,0.019640576094388962
update,36864,288,169,,,1506.56591796875,1.5967247486114502,3009.94091796875,0.12027939409017563
episode,36963,289,169,-499.92500000000086,228,,,,
update,36992,289,170,,,2676.252685546875,2.615163803100586,5347.27734375,0.1186884194612503
update,37120,290,170,,,2201.30419921875,-0.6025772094726562,4403.818359375,0.24458399415016174
episode,37146,291,170,-421.99800000000016,183,,,,
update,37248,291,171,,,1963.805908203125,0.9551824331283569,3925.7041015625,0.1341637521982193
episode,37321,292,171,-390.48699999999985,175,,,,
update,37376,292,172,,,3294.16064453125,-1.9917948246002197,6592.3076171875,0.14652825891971588
update,37504,293,172,,,1678.07470703125,-0.015445111319422722,3356.1806640625,0.01649489626288414
episode,37546,294,172,-580.8019999999995,225,,,,
update,37632,294,173,,,1826.6226806640625,1.6370933055877686,3649.973388671875,0.10477831959724426
episode,37702,295,173,-390.2489999999999,156,,,,
update,37760,295,174,,,2117.673095703125,-2.154397964477539,4239.65771484375,0.1464327871799469
episode,37853,296,174,-429.717,151,,,,
update,37888,296,175,,,3079.75537109375,1.3657675981521606,6156.78173828125,0.13199594616889954
update,38016,297,175,,,1041.438232421875,0.509490966796875,2081.857666015625,0.01752302050590515
episode,38032,298,175,-435.46500000000003,179,,,,
update,38144,298,176,,,4198.54931640625,2.0769054889678955,8392.947265625,0.1576985865831375
episode,38268,299,176,-466.69099999999986,236,,,,
update,38272,299,177,,,3175.25048828125,-1.052995204925537,6352.60791015625,0.05939439684152603
update,38400,300,177,,,1696.796875,2.591301918029785,3388.4140625,0.1497766077518463
episode,38485,301,177,-540.6530000000007,217,,,,
update,38528,301,178,,,5456.37548828125,-0.7536063194274902,10914.2607421875,0.14535179734230042
episode,38639,302,178,-394.23799999999983,154,,,,
update,38656,302,179,,,2596.976806640625,-0.14203119277954102,5194.24072265625,0.1466921865940094
update,38784,303,179,,,1546.479736328125,0.013002078980207443,3092.933837890625,0.01982092298567295
episode,38897,304,179,-637.7390000000017,258,,,,
update,38912,304,180,,,2332.0009765625,-0.9758428931236267,4665.95556640625,0.09088001400232315
update,39040,305,180,,,2769.3837890625,2.17934513092041,5534.4091796875,0.024539019912481308
episode,39066,306,180,-499.38799999999986,169,,,,
update,39168,306,181,,,1572.970947265625,0.3056336045265198,3145.33203125,0.07811149209737778
episode,39211,307,181,-385.269,145,,,,
update,39296,307,182,,,3342.181884765625,-0.3062881827354431,6684.97802734375,0.07427923381328583
episode,39389,308,182,-475.1389999999999,178,,,,
update,39424,308,183,,,3031.026123046875,2.242626428604126,6057.56982421875,0.15480093657970428
update,39552,309,183,,,1591.4876708984375,-2.6257379055023193,3188.231689453125,0.2404482066631317
episode,39644,310,183,-470.2589999999998,255,,,,
update,39680,310,184,,,1488.7320556640625,-0.48128199577331543,2978.4287109375,0.09923315048217773
update,39808,311,184,,,2384.71240234375,0.6743543148040771,4768.0771484375,0.04530774801969528
episode,39811,312,184,-474.96399999999977,167,,,,
update,39936,312,185,,,2646.37744140625,0.43095070123672485,5291.89599609375,0.14211098849773407
episode,39998,313,185,-361.9389999999997,187,,,,
update,40064,313,186,,,1201.6846923828125,-0.966982364654541,2405.304931640625,0.07930085808038712
episode,40178,314,186,-375.20300000000026,180,,,,
update,40192,314,187,,,8726.4287109375,-5.777592658996582,17464.4140625,0.11378702521324158
update,40320,315,187,,,1340.06884765625,3.8639438152313232,2672.412109375,0.11372674256563187
episode,40371,316,187,-445.65600000000023,193,,,,
update,40448,316,188,,,2109.0732421875,-0.010337915271520615,4218.16845703125,0.07585567981004715
update,40576,317,188,,,6857.955078125,-2.244767904281616,13720.400390625,0.06466705352067947
episode,40628,318,188,-631.0659999999998,257,,,,
update,40704,318,189,,,2574.984375,-1.3276265859603882,5152.62646484375,0.12054921686649323
episode,40769,319,189,-454.0769999999999,141,,,,
update,40832,319,190,,,2881.842041015625,-0.6445155143737793,5764.97509765625,0.1062893494963646
update,40960,320,190,,,3631.38427734375,0.03491590917110443,7262.69873046875,0.0033970563672482967
episode,40969,321,190,-554.9070000000004,200,,,,
update,41088,321,191,,,3090.238525390625,-1.7224165201187134,6183.92333984375,0.08123473078012466
episode,41127,322,191,-489.89300000000026,158,,,,
update,41216,322,192,,,3486.834228515625,1.3509622812271118,6970.9677734375,0.07360272109508514
episode,41292,323,192,-489.56,165,,,,
update,41344,323,193,,,3951.37939453125,-0.7319682836532593,7904.224609375,0.08715640008449554
update,41472,324,193,,,1259.9210205078125,1.0052093267440796,2517.83251953125,0.05338409170508385
episode,41522,325,193,-507.28099999999995,230,,,,
update,41600,325,194,,,1440.676513671875,2.51206636428833,2876.3310546875,0.10640910267829895
episode,41692,326,194,-394.36799999999977,170,,,,
update,41728,326,195,,,3730.60693359375,-1.2060298919677734,7463.62841796875,0.13156937062740326
update,41856,327,195,,,1377.6990966796875,0.26879000663757324,2754.86181640625,0.056258365511894226
episode,41883,328,195,-446.1619999999999,191,,,,
update,41984,328,196,,,2123.75439453125,0.32738959789276123,4246.8564453125,0.11039189994335175
episode,42060,329,196,-465.43900000000014,177,,,,
update,42112,329,197,,,4266.60888671875,-0.8410210609436035,8534.900390625,0.05208183079957962
update,42240,330,197,,,2766.925537109375,-0.45779845118522644,5534.76708984375,0.026616893708705902
episode,42301,331,197,-550.3470000000011,241,,,,
update,42368,331,198,,,2454.33837890625,1.1408029794692993,4906.39599609375,0.055753305554389954
episode,42492,332,198,-579.7109999999996,191,,,,
update,42496,332,199,,,4450.4765625,-3.356722354888916,8907.66796875,0.04134853929281235
update,42624,333,199,,,1501.15234375,2.9580373764038086,2996.39013671875,0.07665688544511795
episode,42690,334,199,-561.3220000000006,198,,,,
update,42752,334,200,,,4300.9423828125,5.61966609954834,8590.6484375,0.15061412751674652
episode,42877,335,200,-409.54900000000004,187,,,,
update,42880,335,201,,,1663.65478515625,-1.140974521636963,3329.593017578125,0.06825987249612808
update,43008,336,201,,,1030.430419921875,2.020236015319824,2056.822998046875,0.13846904039382935
episode,43040,337,201,-400.094,163,,,,
update,43136,337,202,,,3566.17919921875,6.738720417022705,7118.8828125,0.0932391807436943
episode,43224,338,202,-504.73400000000004,184,,,,
update,43264,338,203,,,2681.137939453125,-0.8114839792251587,5363.900390625,0.06366262584924698
episode,43365,339,203,-364.06899999999985,141,,,,
update,43392,339,204,,,3358.929931640625,1.6304502487182617,6714.60107421875,0.10931497067213058
update,43520,340,204,,,1603.6693115234375,1.8783828020095825,3203.58251953125,0.033953674137592316
episode,43549,341,204,-420.11799999999994,184,,,,
update,43648,341,205,,,1438.2392578125,-0.22787432372570038,2876.935791015625,0.07037372142076492
update,43776,342,205,,,3156.872314453125,-0.014319771900773048,6313.7734375,0.002199384616687894
episode,43784,343,205,-514.9799999999999,235,,,,
episode,43903,343,206,-455.6959999999999,119,,,,
update,43904,343,207,,,5465.70654296875,-2.051783561706543,10935.517578125,0.05642634630203247
update,44032,344,207,,,3245.6416015625,-1.2609379291534424,6493.806640625,0.0823812484741211
update,44160,345,207,,,3921.28173828125,-0.017656924203038216,7842.5986328125,0.0006686559645459056
episode,44264,346,207,-852.6519999999971,361,,,,
update,44288,346,208,,,2976.9482421875,0.8483954071998596,5952.20166015625,0.10431251674890518
episode,44399,347,208,-334.0139999999999,135,,,,
update,44416,347,209,,,1949.9945068359375,-0.044100306928157806,3900.0791015625,0.1026856005191803
episode,44526,348,209,-481.8679999999997,127,,,,
update,44544,348,210,,,5766.57666015625,0.36969757080078125,11532.4150390625,0.07209303230047226
update,44672,349,210,,,2324.69921875,4.694231986999512,4640.0126953125,0.15150538086891174
episode,44714,350,210,-484.6050000000009,188,,,,
update,44800,350,211,,,3030.20556640625,1.3146014213562012,6057.783203125,0.08204761147499084
episode,44844,351,211,-408.89699999999993,130,,,,
update,44928,351,212,,,4794.373046875,0.03656061366200447,9588.6748046875,0.1090673953294754
episode,45030,352,212,-514.5599999999997,186,,,,
update,45056,352,213,,,3164.244140625,-1.2217955589294434,6330.93310546875,0.0743679404258728
episode,45176,353,213,-349.12199999999996,146,,,,
update,45184,353,214,,,4192.35546875,0.542212724685669,8383.62890625,0.09586828947067261
update,45312,354,214,,,1124.9840087890625,5.429013252258301,2239.1142578125,0.20796403288841248
episode,45366,355,214,-424.5289999999999,190,,,,
update,45440,355,215,,,1945.63818359375,3.4988973140716553,3884.281005859375,0.12803201377391815
episode,45527,356,215,-379.2879999999997,161,,,,
update,45568,356,216,,,3723.19482421875,4.9178385734558105,7436.55712890625,0.13925877213478088
update,45696,357,216,,,1940.2401123046875,-1.070479393005371,3882.622314453125,0.056810200214385986
episode,45712,358,216,-460.5129999999997,185,,,,
update,45824,358,217,,,1193.286376953125,1.8918706178665161,2382.792724609375,0.17986628413200378
update,45952,359,217,,,1543.201904296875,-1.5629122257232666,3089.52978515625,0.014516870491206646
episode,45973,360,217,-561.1769999999997,261,,,,
update,46080,360,218,,,3860.40625,0.300459086894989,7720.21533203125,0.20567405223846436
episode,46183,361,218,-495.8249999999999,210,,,,
update,46208,361,219,,,1751.2177734375,-2.0952115058898926,3506.627685546875,0.08960629999637604
update,46336,362,219,,,3375.851318359375,0.6461067199707031,6750.4111328125,0.013474670238792896
episode,46359,363,219,-465.4410000000002,176,,,,
update,46464,363,220,,,4800.74365234375,2.71683669090271,9596.05859375,0.2510412931442261
episode,46552,364,220,-364.66699999999975,193,,,,
update,46592,364,221,,,2386.005126953125,-4.690776348114014,4781.39453125,0.13894915580749512
episode,46687,365,221,-489.64999999999975,135,,,,
update,46720,365,222,,,5079.978515625,-5.00363302230835,10169.966796875,0.1362660974264145
update,46848,366,222,,,3583.160400390625,-1.1240789890289307,7168.5693359375,0.030035357922315598
episode,46889,367,222,-391.71299999999997,202,,,,
update,46976,367,223,,,3766.846435546875,2.554929733276367,7528.5859375,0.13548707962036133
episode,47004,368,223,-385.56299999999965,115,,,,
update,47104,368,224,,,2208.184326171875,0.5672011971473694,4415.236328125,0.10233200341463089
episode,47181,369,224,-379.79399999999964,177,,,,
update,47232,369,225,,,3589.178955078125,-3.6654210090637207,7185.69384765625,0.2350379079580307
update,47360,370,225,,,2533.955078125,2.576324462890625,5062.7587890625,0.07584341615438461
episode,47372,371,225,-340.7379999999999,191,,,,
update,47488,371,226,,,2679.649658203125,-2.247060775756836,5363.7958984375,0.12715962529182434
episode,47540,372,226,-454.3169999999997,168,,,,
update,47616,372,227,,,2278.3349609375,0.4802456498146057,4555.71142578125,0.09345473349094391
episode,47717,373,227,-475.1920000000007,177,,,,
update,47744,373,228,,,9631.318359375,-2.5508596897125244,19267.740234375,0.09067236632108688
episode,47852,374,228,-490.2129999999996,135,,,,
update,47872,374,229,,,5444.99755859375,-0.7573323845863342,10891.51171875,0.07982219010591507
update,48000,375,229,,,4188.93994140625,-5.932809352874756,8389.74609375,0.04516055807471275
episode,48017,376,229,-323.1279999999998,165,,,,
update,48128,376,230,,,3025.65380859375,5.55984354019165,6040.193359375,0.2573699951171875
episode,48193,377,230,-294.91499999999996,176,,,,
update,48256,377,231,,,3771.8076171875,-10.937618255615234,7565.4951171875,0.24598613381385803
episode,48350,378,231,-355.3699999999999,157,,,,
update,48384,378,232,,,3699.13330078125,-3.506495475769043,7405.2822265625,0.118700310587883
episode,48496,379,232,-474.17999999999995,146,,,,
update,48512,379,233,,,3817.450927734375,2.5290939807891846,7629.8466796875,0.1457817405462265
update,48640,380,233,,,2597.857421875,3.2797915935516357,5189.15869140625,0.15978436172008514
episode,48668,381,233,-301.77199999999993,172,,,,
update,48768,381,234,,,2874.395751953125,0.058844566345214844,5748.6767578125,0.14959174394607544
episode,48890,382,234,-505.5180000000005,222,,,,
update,48896,382,235,,,4243.94189453125,0.6258533596992493,8486.6328125,0.042923446744680405
update,49024,383,235,,,1453.1685791015625,2.7280774116516113,2900.88427734375,0.1533520668745041
episode,49076,384,235,-442.2199999999998,186,,,,
update,49152,384,236,,,1487.06982421875,3.4810543060302734,2967.181640625,0.20739249885082245
episode,49227,385,236,-420.59000000000003,151,,,,
update,49280,385,237,,,4788.5087890625,-0.6002426743507385,9578.2216796875,0.1718645840883255
episode,49340,386,237,-459.7409999999999,113,,,,
update,49408,386,238,,,2670.349853515625,4.090025424957275,5332.52197265625,0.1260187029838562
episode,49522,387,238,-514.531,182,,,,
update,49536,387,239,,,2073.9658203125,-1.887361764907837,4151.70751953125,0.05343707650899887
update,49664,388,239,,,3768.152587890625,0.477894127368927,7535.349609375,0.010092214681208134
episode,49681,389,239,-469.24799999999993,159,,,,
update,49792,389,240,,,2088.94287109375,0.56553715467453,4176.7578125,0.15074020624160767
episode,49879,390,240,-484.66999999999973,198,,,,
update,49920,390,241,,,1475.8167724609375,2.804549217224121,2946.026123046875,0.08018545061349869
update,50000,391,241,,,566.52587890625,0.01896025612950325,1133.013916015625,0.0030923127196729183
